FID,X,Y,School_Nam,ESD,SD,County,senate_geoid,senate_district,ods_coordinator,ods_region,ods_contact,house_geoid,house_district,Participated,ODS_Provider,Location,No_5th_Grade,No_6th_Grade,Number_Attending,Days,Days+Nights,Cost_Per_Student,Total_Request,Fall_5th_Grade,Fall_6th_Grade,Percent_5th,Percent_6th
98,-121.1223108,44.62875254,Buff Intermediate School,Jefferson,Jefferson County SD 509J,Jefferson,41030,State Senate District 30,Kris Elliott,Central: Deschutes-Jefferson,https://extension.oregonstate.edu/people/kristopher-elliott,41059,State House District 59,1,Camp Tamarack,Camp Tamarack,48,0,48,3,3-2,203.61,9773.28,46,0,104.3478261,
99,-118.1929364,44.43849286,Burnt River School,InterMountain,Burnt River SD 30J,Baker,41030,State Senate District 30,Sarah Cuddy,Eastern,https://extension.oregonstate.edu/people/sarah-cuddy,41060,State House District 60,0,,,,,,,,,,,,,
100,-123.0257128,44.93264095,Bush Elementary School,Willamette,Salem-Keizer SD 24J,Marion,41011,State Senate District 11,Kristi Backe,Central: Polk-Marion,https://extension.oregonstate.edu/people/kristi-backe,41021,State House District 21,2,Salem-Keizer Outdoor School Coalition,,0,0,0,0,Canceled,0,0,42,0,0,
101,-122.458622,45.47283399,Butler Creek Elementary School,Multnomah,Centennial SD 28J,Multnomah,41025,State Senate District 25,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41050,State House District 50,1,Multnomah Education Service District (MESD),"Canby Grove Christian Center, Camp Arrah Wanna, Inc., Camp Howard",0,72,72,6,6-5,545.28,39260.16,83,88,0,81.81818182
102,-122.698919,45.06342299,Butte Creek Elementary School,Willamette,Silver Falls SD 4J,Marion,41009,State Senate District 9,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41018,State House District 18,1,Northwest Regional Education Service District (NWRESD) - Northwest Outdoor Science School,Camp Westwind,0,30,30,4,4-3,275.36,8260.8,43,29,0,103.4482759
103,-122.564781,42.54134701,Butte Falls Charter School,Southern OR,Butte Falls SD 91,Jackson,41028,State Senate District 28,Amy Hoffman,Southern,https://extension.oregonstate.edu/people/amy-hoffman,41055,State House District 55,0,,,,,,,,,,,,,
104,-122.8878412,45.48698067,Butternut Creek Elementary School,Northwest Regional,Hillsboro SD 1J,Washington,41014,State Senate District 14,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41028,State House District 28,1,Northwest Regional Education Service District (NWRESD) - Northwest Outdoor Science School,Camp Magruder - United Methodist,0,50,50,3,3-2,194.65,9732.5,55,54,0,92.59259259
105,-117.0113971,43.98858554,Cairo Elementary School,Malheur,Ontario SD 8C,Malheur,41030,State Senate District 30,Sarah Cuddy,Eastern,https://extension.oregonstate.edu/people/sarah-cuddy,41060,State House District 60,0,,,,,,,,,,,,,
106,-123.07939,44.09038298,Cal Young Middle School,Lane,Eugene SD 4J,Lane,41007,State Senate District 7,Spirit Brooks,Central: Lane,https://extension.oregonstate.edu/people/spirit-brooks,41013,State House District 13,0,,,,,,,,,,,,,
107,-123.0927796,44.61854254,Calapooia Middle School,Linn Benton Lincoln,Greater Albany Public SD 8J,Linn,41008,State Senate District 8,Charissa Jones,Central: Linn-Lincoln,https://extension.oregonstate.edu/people/charissa-jones,41015,State House District 15,2,None (school or applying district is provider or school or applying district coordinated multiple providers),,0,0,0,0,Canceled,0,24596.35,0,261,,0
108,-123.075943,44.02502299,Camas Ridge Community School,Lane,Eugene SD 4J,Lane,41006,State Senate District 6,Spirit Brooks,Central: Lane,https://extension.oregonstate.edu/people/spirit-brooks,41011,State House District 11,2,None (school or applying district is provider or school or applying district coordinated multiple providers),,0,0,0,0,Canceled,0,10530,69,0,0,
109,-123.6754165,43.03396474,Camas Valley School,Douglas,Camas Valley SD 21J,Douglas,41001,State Senate District 1,Amy Hoffman,Southern,https://extension.oregonstate.edu/people/amy-hoffman,41001,State House District 1,1,Oregon Museum of Science and Industry (OMSI),Coastal Discovery Center at Camp Gray,18,12,30,3,3-2,282.2,8466,21,20,85.71428571,60
110,-123.0581813,44.91237125,Candalaria Elementary School,Willamette,Salem-Keizer SD 24J,Marion,41011,State Senate District 11,Kristi Backe,Central: Polk-Marion,https://extension.oregonstate.edu/people/kristi-backe,41021,State House District 21,1,Canyonview Camp,Canyonview Camp,64,0,64,3,3-2,200.4,12825.6,65,0,98.46153846,
111,-122.602594,45.39319698,Candy Lane Elementary School,Clackamas,Oregon City SD 62,Clackamas,41020,State Senate District 20,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41040,State House District 40,0,,,,,,,,,,,,,
112,-123.2801565,42.92883049,Canyonville School,Douglas,South Umpqua SD 19,Douglas,41001,State Senate District 1,Amy Hoffman,Southern,https://extension.oregonstate.edu/people/amy-hoffman,41002,State House District 2,0,,,,,,,,,,,,,
113,-122.6952353,45.46408169,Capitol Hill Elementary School,Multnomah,Portland SD 1J,Multnomah,41019,State Senate District 19,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41038,State House District 38,0,,,,,,,,,,,,,
114,-122.571341,45.27125383,Carus Elementary School,Clackamas,Canby SD 86,Clackamas,41020,State Senate District 20,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41039,State House District 39,2,Oregon Museum of Science and Industry (OMSI),,0,0,0,0,Canceled,0,17360.52,62,82,0,0
115,-122.5691196,45.41206452,Cascade Heights Public Charter School,Clackamas,North Clackamas SD 12,Clackamas,41026,State Senate District 26,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41051,State House District 51,1,None (school or applying district is provider or school or applying district coordinated multiple providers),Camp Cascade,0,26,26,5,5-4,207.83,5403.58,24,23,0,113.0434783
116,-122.914286,44.807411,Cascade Junior High School,Willamette,Cascade SD 5,Marion,41012,State Senate District 12,Kristi Backe,Central: Polk-Marion,https://extension.oregonstate.edu/people/kristi-backe,41023,State House District 23,1,Cascade School District,Camp Tadmor,0,199,199,5,5-4,320.62,63803.38,0,225,,88.44444444
117,-121.89317,45.66870943,Cascade Locks School,Columbia Gorge,Hood River County SD,Hood River,41026,State Senate District 26,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41052,State House District 52,0,,,,,,,,,,,,,
118,-121.3401759,44.03778268,Cascade Middle School,High Desert,Bend-LaPine Administrative SD 1,Deschutes,41027,State Senate District 27,Kris Elliott,Central: Deschutes-Jefferson,https://extension.oregonstate.edu/people/kristopher-elliott,41054,State House District 54,0,,,,,,,,,,,,,
119,-123.1680825,44.07894998,Cascade Middle School,Lane,Bethel SD 52,Lane,41007,State Senate District 7,Spirit Brooks,Central: Lane,https://extension.oregonstate.edu/people/spirit-brooks,41014,State House District 14,0,,,,,,,,,,,,,
120,-122.9160115,44.52496027,Cascades School,Linn Benton Lincoln,Lebanon Community SD 9,Linn,41009,State Senate District 9,Charissa Jones,Central: Linn-Lincoln,https://extension.oregonstate.edu/people/charissa-jones,41017,State House District 17,1,Western Oregon Outdoor School,Camp Tadmor,0,34,34,5,5-4,482.45,16403.3,53,34,0,100
121,-122.6764643,45.25674233,Cecile Trost Elementary School,Clackamas,Canby SD 86,Clackamas,41020,State Senate District 20,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41039,State House District 39,2,Oregon Museum of Science and Industry (OMSI),,0,0,0,0,Canceled,0,10845.24,47,57,0,0
122,-122.782355,45.52689899,Cedar Mill Elementary School,Northwest Regional,Beaverton SD 48J,Washington,41017,State Senate District 17,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41033,State House District 33,0,,,,,,,,,,,,,
123,-122.7916578,45.50700634,Cedar Park Middle School,Northwest Regional,Beaverton SD 48J,Washington,41017,State Senate District 17,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41034,State House District 34,2,Northwest Regional Education Service District (NWRESD) - Northwest Outdoor Science School,,0,0,0,0,Canceled,0,45100.8,0,310,,0
124,-122.270586,45.39969355,Cedar Ridge Middle School,Clackamas,Oregon Trail SD 46,Clackamas,41026,State Senate District 26,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41052,State House District 52,0,,,,,,,,,,,,,
125,-122.6330516,45.38917145,Cedaroak Park Primary School,Clackamas,West Linn-Wilsonville SD 3J,Clackamas,41019,State Senate District 19,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41037,State House District 37,0,,,,,,,,,,,,,
126,-122.8537786,44.70480341,Centennial Elementary School,Linn Benton Lincoln,Scio SD 95,Linn,41009,State Senate District 9,Charissa Jones,Central: Linn-Lincoln,https://extension.oregonstate.edu/people/charissa-jones,41017,State House District 17,0,,,,,,,,,,,,,
127,-123.0425202,44.05775864,Centennial Elementary School,Lane,Springfield SD 19,Lane,41006,State Senate District 6,Spirit Brooks,Central: Lane,https://extension.oregonstate.edu/people/spirit-brooks,41012,State House District 12,0,,,,,,,,,,,,,
128,-122.479332,45.50111751,Centennial Middle School,Multnomah,Centennial SD 28J,Multnomah,41025,State Senate District 25,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41050,State House District 50,0,,,,,,,,,,,,,
129,-123.1067269,44.63077258,Central Elementary School,Linn Benton Lincoln,Greater Albany Public SD 8J,Linn,41008,State Senate District 8,Charissa Jones,Central: Linn-Lincoln,https://extension.oregonstate.edu/people/charissa-jones,41015,State House District 15,0,,,,,,,,,,,,,
130,-118.1032403,45.32119246,Central Elementary School,InterMountain,La Grande SD 1,Union,41029,State Senate District 29,Sarah Cuddy,Eastern,https://extension.oregonstate.edu/people/sarah-cuddy,41058,State House District 58,0,,,,,,,,,,,,,
131,-122.87988,44.99114102,Central Howell Elementary School,Willamette,Silver Falls SD 4J,Marion,41009,State Senate District 9,Kristi Backe,Central: Polk-Marion,https://extension.oregonstate.edu/people/kristi-backe,41018,State House District 18,1,Northwest Regional Education Service District (NWRESD) - Northwest Outdoor Science School,Camp Westwind,0,11,11,4,4-3,389.73,4287.03,23,15,0,73.33333333
132,-123.1098684,44.38727938,Central Linn Elementary School,Linn Benton Lincoln,Central Linn SD 552,Linn,41006,State Senate District 6,Charissa Jones,Central: Linn-Lincoln,https://extension.oregonstate.edu/people/charissa-jones,41011,State House District 11,2,None (school or applying district is provider or school or applying district coordinated multiple providers),,0,0,0,0,Canceled,0,11739.67,43,51,0,0
133,-118.3915396,45.93307751,Central Middle School,InterMountain,Milton-Freewater Unified SD 7,Umatilla,41029,State Senate District 29,Sarah Cuddy,Eastern,https://extension.oregonstate.edu/people/sarah-cuddy,41057,State House District 57,0,,,,,,,,,,,,,
134,-122.912442,42.37175399,Central Point Elementary School,Southern OR,Central Point SD 6,Jackson,41002,State Senate District 2,Amy Hoffman,Southern,https://extension.oregonstate.edu/people/amy-hoffman,41004,State House District 4,2,None (school or applying district is provider or school or applying district coordinated multiple providers),,0,0,0,0,Canceled,0,1438.84,87,0,0,
135,-123.11522,44.04286501,César E Chávez Elementary School,Lane,Eugene SD 4J,Lane,41004,State Senate District 4,Spirit Brooks,Central: Lane,https://extension.oregonstate.edu/people/spirit-brooks,41008,State House District 8,2,Coyote Outdoor School,,0,0,0,0,Canceled,0,9451.37,77,0,0,
136,-122.720558,45.58429,César Chávez K-8 School,Multnomah,Portland SD 1J,Multnomah,41022,State Senate District 22,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41044,State House District 44,2,Multnomah Education Service District (MESD),,0,0,0,0,Canceled,0,21164,56,79,0,0
137,-122.9609551,44.95862732,Chávez Elementary School,Willamette,Salem-Keizer SD 24J,Marion,41011,State Senate District 11,Kristi Backe,Central: Polk-Marion,https://extension.oregonstate.edu/people/kristi-backe,41021,State House District 21,2,Canyonview Camp,,0,0,0,0,Canceled,0,9537,107,0,0,
138,-122.7048059,45.53324467,Chapman Elementary School,Multnomah,Portland SD 1J,Multnomah,41017,State Senate District 17,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41033,State House District 33,0,,,,,,,,,,,,,
139,-123.076732,44.95575644,Chapman Hill Elementary School,Willamette,Salem-Keizer SD 24J,Polk,41010,State Senate District 10,Kristi Backe,Central: Polk-Marion,https://extension.oregonstate.edu/people/kristi-backe,41020,State House District 20,2,Canyonview Camp,,0,0,0,0,Canceled,0,6831,55,0,0,
140,-123.0756195,44.01334248,Charlemagne French Immersion Elementary School,Lane,Eugene SD 4J,Lane,41006,State Senate District 6,Spirit Brooks,Central: Lane,https://extension.oregonstate.edu/people/spirit-brooks,41011,State House District 11,1,None (school or applying district is provider or school or applying district coordinated multiple providers),Canoe Island French Camp,54,0,54,5,5-4,532.82,28772.28,57,0,94.73684211,
141,-122.7816193,45.42704013,Charles F Tigard Elementary School,Northwest Regional,Tigard-Tualatin SD 23J,Washington,41018,State Senate District 18,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41035,State House District 35,0,,,,,,,,,,,,,
142,-122.837074,45.47509752,Chehalem Elementary School,Northwest Regional,Beaverton SD 48J,Washington,41014,State Senate District 14,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41028,State House District 28,0,,,,,,,,,,,,,
143,-122.9824396,45.32431752,Chehalem Valley Middle School,Willamette,Newberg SD 29J,Yamhill,41013,State Senate District 13,Charissa Jones,Central: Benton-Polk,https://extension.oregonstate.edu/people/charissa-jones,41025,State House District 25,0,,,,,,,,,,,,,
144,-123.2374394,44.60003744,Cheldelin Middle School,Linn Benton Lincoln,Corvallis SD 509J,Benton,41008,State Senate District 8,Charissa Jones,Central: Benton-Polk,https://extension.oregonstate.edu/people/charissa-jones,41016,State House District 16,0,,,,,,,,,,,,,
145,-121.2211396,45.62592254,Chenowith Elementary School,Columbia Gorge,North Wasco County SD 21,Wasco,41030,State Senate District 30,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41059,State House District 59,0,,,,,,,,,,,,,
146,-122.554859,45.50900601,Cherry Park Elementary School,Multnomah,David Douglas SD 40,Multnomah,41023,State Senate District 23,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41046,State House District 46,0,,,,,,,,,,,,,
147,-122.691303,45.57310498,Chief Joseph Elementary School,Multnomah,Portland SD 1J,Multnomah,41022,State Senate District 22,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41044,State House District 44,0,,,,,,,,,,,,,
148,-122.8445632,43.69842356,Childs Way Charter School,Lane,South Lane SD 45J3,Lane,41004,State Senate District 4,Spirit Brooks,Central: Lane,https://extension.oregonstate.edu/people/spirit-brooks,41007,State House District 7,0,,,,,,,,,,,,,
149,-121.8609507,42.57796732,Chiloquin Elementary School,Southern OR,Klamath County SD,Klamath,41028,State Senate District 28,Amy Hoffman,Southern,https://extension.oregonstate.edu/people/amy-hoffman,41055,State House District 55,1,Northwest Regional Education Service District (NWRESD) - Northwest Outdoor Science School,Camp Westwind,0,29,29,4,4-3,380,11020,19,29,0,100
150,-122.939449,45.51216582,City View Charter School,Northwest Regional,Hillsboro SD 1J,Washington,41015,State Senate District 15,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41029,State House District 29,1,Northwest Regional Education Service District (NWRESD) - Northwest Outdoor Science School,Camp Magruder - United Methodist,20,1,21,4,4-3,362.85,7619.85,23,23,86.95652174,4.347826087
151,-122.332814,45.29145501,Clackamas River Elementary School,Clackamas,Estacada SD 108,Clackamas,41020,State Senate District 20,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41039,State House District 39,0,,,,,,,,,,,,,
152,-122.5729441,45.42977917,Clackamas Web Academy,Clackamas,North Clackamas SD 12,Clackamas,41024,State Senate District 24,Benno Lyon,Northern,https://extension.oregonstate.edu/people/benno-lyon,41048,State House District 48,2,Northwest Regional Education Service District (NWRESD) - Northwest Outdoor Science School,,0,0,0,0,Canceled,0,2644.8,16,24,0,0
153,-123.0112828,44.98549518,Claggett Creek Middle School,Willamette,Salem-Keizer SD 24J,Marion,41013,State Senate District 13,Kristi Backe,Central: Polk-Marion,https://extension.oregonstate.edu/people/kristi-backe,41025,State House District 25,0,,,,,,,,,,,,,
